Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
28,Female,33,19,8,29,Standard,Annual,271,27,Yes
20,Female,34,8,5,17,Basic,Quarterly,922,13,Yes
58,Female,3,24,1,27,Basic,Monthly,187,21,Yes
38,Female,42,14,8,26,Premium,Quarterly,743,5,Yes
39,Female,45,20,3,28,Standard,Annual,328,17,Yes
36,Female,4,28,8,28,Premium,Monthly,544,9,Yes
42,Male,54,14,8,26,Standard,Quarterly,835,6,Yes
20,Male,24,11,5,30,Premium,Monthly,657,8,Yes
18,Female,3,12,10,30,Premium,Annual,168,16,Yes
19,Female,33,30,4,22,Standard,Monthly,105,17,Yes
54,Female,9,1,9,24,Basic,Quarterly,677,18,Yes
30,Female,19,6,8,30,Standard,Annual,376,23,Yes
55,Male,35,17,6,16,Basic,Monthly,674,11,Yes
18,Female,41,18,0,28,Standard,Monthly,344,8,Yes
48,Female,45,29,0,24,Standard,Quarterly,381,18,Yes
30,Female,48,28,10,20,Standard,Monthly,926,6,Yes
51,Male,28,12,9,26,Premium,Quarterly,990,11,Yes
60,Female,32,1,7,2,Basic,Annual,936,22,Yes
37,Female,25,22,3,26,Premium,Annual,207,15,Yes
53,Female,8,29,6,28,Standard,Quarterly,259,6,Yes
18,Female,49,14,9,16,Basic,Monthly,390,21,Yes
58,Male,21,1,5,0,Standard,Quarterly,124,14,Yes
36,Female,28,24,4,23,Standard,Monthly,419,9,Yes
58,Female,48,17,2,29,Basic,Monthly,400,29,Yes
40,Female,7,1,4,22,Basic,Annual,763,11,Yes
23,Female,47,22,3,29,Basic,Quarterly,245,6,Yes
32,Female,46,7,9,20,Basic,Annual,482,21,Yes
39,Male,48,29,9,27,Basic,Annual,341,12,Yes
31,Male,44,10,6,30,Standard,Quarterly,137,7,Yes
34,Female,47,14,9,26,Basic,Monthly,604,28,Yes
53,Female,3,26,2,27,Premium,Annual,429,22,Yes
20,Female,60,17,7,29,Basic,Quarterly,690,3,Yes
26,Female,36,1,6,29,Basic,Annual,756,21,Yes
43,Male,34,22,9,23,Premium,Annual,760,13,Yes
31,Female,29,2,9,24,Standard,Quarterly,769,20,Yes
58,Female,55,3,4,0,Standard,Monthly,880,25,Yes
39,Female,40,13,5,28,Basic,Monthly,606,28,Yes
35,Male,37,4,9,27,Premium,Quarterly,336,30,Yes
36,Female,25,15,0,25,Premium,Quarterly,439,25,Yes
27,Female,59,10,10,29,Standard,Annual,572,18,Yes
39,Female,39,15,1,21,Premium,Annual,465,22,Yes
18,Female,29,1,6,25,Premium,Quarterly,941,20,Yes
29,Female,28,21,7,20,Standard,Annual,544,11,Yes
58,Male,39,28,6,19,Standard,Annual,464,6,Yes
51,Female,56,17,5,25,Standard,Quarterly,486,16,Yes
56,Male,11,1,7,3,Premium,Quarterly,497,19,Yes
44,Female,27,13,8,24,Basic,Quarterly,782,30,Yes
54,Female,57,29,6,26,Premium,Quarterly,520,1,Yes
31,Male,49,3,6,27,Premium,Annual,472,2,Yes
49,Female,34,19,9,29,Basic,Quarterly,907,27,Yes
56,Male,38,14,7,29,Basic,Monthly,610,19,Yes
47,Male,52,28,5,22,Standard,Annual,491,15,Yes
43,Male,54,17,10,20,Standard,Monthly,967,28,Yes
62,Male,39,27,5,24,Standard,Annual,492,12,Yes
30,Female,33,8,10,26,Premium,Monthly,855,25,Yes
49,Male,27,15,9,23,Standard,Monthly,369,2,Yes
37,Female,59,5,4,29,Basic,Monthly,626,3,Yes
57,Female,38,16,5,21,Basic,Annual,609,24,Yes
34,Female,12,22,8,29,Basic,Monthly,226,29,Yes
42,Male,39,15,6,24,Basic,Annual,531,27,Yes
30,Male,55,14,6,18,Premium,Monthly,334,15,Yes
58,Female,41,24,0,30,Premium,Monthly,688,22,Yes
26,Female,45,3,3,28,Premium,Annual,393,26,Yes
51,Female,47,8,6,30,Premium,Annual,592,17,Yes
33,Female,29,13,7,27,Standard,Quarterly,402,6,Yes
37,Female,36,10,9,20,Premium,Annual,178,9,Yes
46,Female,38,29,7,28,Basic,Quarterly,852,21,Yes
35,Male,40,12,7,18,Standard,Quarterly,473,20,Yes
55,Female,59,4,3,21,Standard,Annual,347,30,Yes
44,Male,26,22,6,23,Premium,Annual,635,16,Yes
61,Male,15,1,6,21,Basic,Monthly,918,1,Yes
39,Female,10,13,2,22,Basic,Quarterly,465,7,Yes
63,Female,60,13,7,23,Standard,Annual,207,30,Yes
33,Male,57,3,7,23,Premium,Monthly,248,1,Yes
34,Male,41,18,5,20,Premium,Quarterly,820,16,Yes
19,Male,31,17,7,22,Basic,Quarterly,798,30,Yes
36,Female,4,3,3,24,Basic,Monthly,882,26,Yes
57,Male,29,2,10,15,Standard,Annual,407,21,Yes
29,Female,7,25,9,29,Premium,Monthly,753,28,Yes
53,Female,20,24,7,29,Standard,Annual,105,14,Yes
20,Female,42,29,3,23,Basic,Quarterly,311,24,Yes
48,Female,20,27,6,23,Basic,Annual,109,3,Yes
52,Male,12,3,8,26,Premium,Annual,631,29,Yes
65,Female,33,2,7,25,Basic,Quarterly,865,16,Yes
63,Male,30,3,9,27,Standard,Annual,734,20,Yes
55,Female,21,10,10,26,Premium,Monthly,577,17,Yes
54,Male,12,3,5,24,Standard,Quarterly,967,29,Yes
19,Male,42,2,9,27,Basic,Annual,245,19,Yes
62,Male,15,1,8,28,Standard,Quarterly,898,18,Yes
41,Female,60,15,7,17,Premium,Monthly,862,28,Yes
43,Female,9,20,8,28,Basic,Quarterly,285,2,Yes
37,Female,59,30,5,21,Standard,Monthly,256,3,Yes
39,Male,31,21,10,16,Basic,Annual,192,7,Yes
31,Male,34,28,7,17,Premium,Annual,304,12,Yes
43,Female,4,2,3,0,Basic,Monthly,373,14,Yes
52,Female,60,9,7,29,Standard,Quarterly,316,5,Yes
53,Male,46,6,6,22,Standard,Annual,328,16,Yes
64,Male,23,5,8,30,Basic,Quarterly,310,14,Yes
22,Female,7,10,3,25,Premium,Monthly,846,14,Yes
36,Female,54,20,8,28,Basic,Quarterly,479,12,Yes
27,Female,37,28,6,27,Standard,Quarterly,150,5,Yes
32,Male,29,10,6,23,Premium,Quarterly,374,18,Yes
32,Female,44,6,6,18,Premium,Quarterly,230,16,Yes
53,Male,24,11,6,16,Premium,Annual,606,14,Yes
49,Female,4,27,2,23,Standard,Monthly,879,1,Yes
50,Female,40,2,0,29,Standard,Monthly,718,30,Yes
46,Female,12,20,2,21,Standard,Quarterly,164,10,Yes
27,Male,42,18,8,27,Basic,Monthly,997,1,Yes
39,Female,51,4,7,19,Standard,Monthly,236,16,Yes
51,Female,21,8,0,27,Basic,Annual,389,4,Yes
62,Female,55,13,9,21,Standard,Monthly,763,17,Yes
46,Female,24,7,10,29,Basic,Quarterly,670,25,Yes
51,Female,29,11,6,21,Basic,Annual,832,29,Yes
60,Male,33,10,10,29,Premium,Quarterly,542,2,Yes
23,Female,10,12,0,21,Standard,Monthly,444,25,Yes
36,Female,9,22,4,25,Basic,Monthly,575,15,Yes
51,Female,6,2,8,20,Basic,Annual,539,16,Yes
50,Female,30,28,7,24,Basic,Monthly,237,25,Yes
36,Male,39,4,9,26,Standard,Annual,654,15,Yes
63,Male,27,24,8,25,Premium,Monthly,870,11,Yes
55,Female,28,18,10,26,Standard,Monthly,762,26,Yes
36,Female,27,26,8,27,Standard,Quarterly,553,29,Yes
25,Female,47,14,5,22,Premium,Annual,487,26,Yes
64,Male,48,14,8,25,Basic,Quarterly,287,9,Yes
44,Male,36,30,8,26,Standard,Monthly,492,26,Yes
34,Male,49,20,8,26,Standard,Monthly,951,3,Yes
37,Male,55,13,10,19,Premium,Annual,674,4,Yes
40,Male,54,18,8,22,Basic,Quarterly,574,21,Yes
18,Male,44,13,8,26,Basic,Annual,957,24,Yes
29,Female,21,15,0,22,Standard,Monthly,129,26,Yes
29,Female,46,4,2,22,Basic,Annual,409,15,Yes
20,Male,56,21,6,18,Premium,Monthly,555,4,Yes
52,Male,48,25,10,17,Standard,Quarterly,678,17,Yes
44,Female,28,15,2,30,Standard,Annual,449,26,Yes
30,Male,38,20,7,27,Standard,Monthly,496,10,Yes
46,Female,29,2,8,29,Basic,Quarterly,576,21,Yes
43,Female,39,28,10,21,Standard,Quarterly,408,14,Yes
26,Female,33,6,9,28,Basic,Quarterly,867,16,Yes
21,Male,28,12,6,19,Premium,Monthly,299,17,Yes
59,Female,39,6,1,26,Premium,Annual,374,16,Yes
56,Female,25,24,0,25,Premium,Monthly,104,28,Yes
55,Female,26,4,9,20,Premium,Quarterly,783,18,Yes
61,Male,50,3,9,13,Basic,Annual,987,29,Yes
45,Female,30,10,5,22,Basic,Monthly,567,14,Yes
45,Female,51,16,6,25,Premium,Monthly,208,20,Yes
40,Female,54,2,9,28,Basic,Annual,464,6,Yes
36,Female,43,14,9,19,Standard,Annual,776,11,Yes
49,Female,24,26,0,24,Premium,Annual,255,19,Yes
65,Male,33,17,9,24,Basic,Annual,245,7,Yes
48,Male,55,25,6,30,Premium,Annual,628,29,Yes
51,Female,10,14,7,29,Basic,Quarterly,494,1,Yes
42,Female,48,14,8,18,Standard,Annual,133,1,Yes
42,Female,10,2,0,23,Standard,Annual,131,9,Yes
52,Male,28,5,9,29,Premium,Monthly,448,21,Yes
48,Female,16,12,5,21,Basic,Monthly,973,18,Yes
54,Male,37,19,8,19,Standard,Annual,185,18,Yes
34,Male,38,3,8,29,Standard,Quarterly,488,26,Yes
33,Female,9,22,3,24,Premium,Quarterly,213,17,Yes
61,Female,39,2,10,4,Premium,Quarterly,854,5,Yes
19,Male,34,10,10,28,Basic,Monthly,993,22,Yes
56,Female,2,3,1,0,Basic,Quarterly,122,20,Yes
53,Female,26,23,1,21,Basic,Annual,193,26,Yes
58,Female,24,28,10,19,Standard,Monthly,745,2,Yes
63,Male,9,5,5,22,Basic,Monthly,968,13,Yes
37,Male,26,12,10,21,Premium,Quarterly,632,16,Yes
46,Female,24,4,2,27,Basic,Annual,475,29,Yes
64,Male,31,15,9,21,Standard,Annual,743,2,Yes
42,Male,38,16,5,25,Standard,Monthly,624,9,Yes
59,Female,43,29,8,22,Premium,Monthly,680,3,Yes
63,Male,60,29,7,28,Basic,Annual,367,30,Yes
55,Female,45,16,9,29,Premium,Monthly,660,27,Yes
63,Female,42,13,5,30,Basic,Monthly,597,23,Yes
18,Female,25,13,7,23,Basic,Monthly,556,24,Yes
36,Female,23,3,10,24,Basic,Quarterly,348,25,Yes
22,Male,39,13,6,28,Standard,Quarterly,933,17,Yes
63,Female,54,3,5,3,Basic,Monthly,342,8,Yes
20,Male,7,1,4,11,Basic,Annual,893,26,Yes
41,Female,5,2,1,6,Premium,Annual,374,30,Yes
19,Female,15,27,7,23,Standard,Monthly,803,5,Yes
61,Female,54,20,7,19,Standard,Quarterly,597,28,Yes
40,Female,31,24,4,25,Standard,Monthly,426,19,Yes
24,Male,36,16,6,16,Basic,Quarterly,536,28,Yes
61,Male,51,12,5,25,Basic,Monthly,679,2,Yes
41,Female,37,25,8,19,Basic,Annual,895,17,Yes
43,Male,39,18,6,18,Premium,Quarterly,142,14,Yes
34,Male,58,3,6,21,Basic,Annual,688,18,Yes
26,Male,49,13,10,30,Premium,Monthly,334,27,Yes
30,Male,44,21,7,29,Standard,Quarterly,169,11,Yes
61,Female,56,5,9,20,Basic,Monthly,288,6,Yes
47,Female,20,7,5,22,Standard,Annual,456,2,Yes
31,Male,31,19,7,20,Standard,Quarterly,484,16,Yes
52,Male,46,23,8,26,Basic,Monthly,862,25,Yes
57,Female,34,2,4,13,Premium,Quarterly,796,3,Yes
62,Female,39,27,7,16,Basic,Quarterly,932,9,Yes
57,Male,44,22,6,16,Basic,Quarterly,230,16,Yes
37,Female,50,22,9,29,Standard,Monthly,716,12,Yes
43,Male,57,14,8,17,Premium,Annual,332,9,Yes
36,Male,59,18,8,16,Premium,Annual,769,26,Yes
47,Female,45,6,8,27,Standard,Monthly,743,25,Yes
60,Male,48,5,6,24,Basic,Quarterly,200,12,Yes
23,Male,33,24,8,20,Premium,Monthly,717,9,Yes
60,Female,43,12,4,30,Standard,Monthly,866,18,Yes
64,Female,16,2,5,2,Premium,Quarterly,226,25,Yes
20,Male,33,3,8,25,Premium,Annual,643,10,Yes
42,Female,32,8,3,24,Basic,Annual,428,2,Yes
31,Female,46,15,9,28,Standard,Annual,452,3,Yes
62,Male,50,3,9,19,Standard,Monthly,200,2,Yes
58,Male,52,27,5,29,Standard,Quarterly,144,16,Yes
44,Female,49,17,2,27,Basic,Annual,327,8,Yes
47,Male,41,4,8,20,Standard,Annual,723,13,Yes
60,Male,51,3,6,14,Standard,Monthly,158,8,Yes
39,Male,40,25,6,19,Standard,Annual,984,28,Yes
40,Female,35,25,6,22,Standard,Annual,770,5,Yes
25,Male,43,9,10,16,Premium,Quarterly,896,25,Yes
61,Female,25,14,7,16,Basic,Annual,643,25,Yes
55,Male,35,13,5,24,Standard,Annual,218,2,Yes
63,Female,47,11,10,17,Basic,Annual,766,3,Yes
52,Female,57,7,1,25,Basic,Monthly,679,13,Yes
47,Female,39,27,9,30,Premium,Annual,755,30,Yes
23,Male,60,28,10,22,Basic,Quarterly,303,30,Yes
58,Female,6,12,4,29,Standard,Quarterly,174,20,Yes
34,Female,28,23,8,21,Standard,Quarterly,797,18,Yes
57,Female,17,2,7,27,Basic,Monthly,275,26,Yes
45,Female,27,25,9,16,Basic,Quarterly,180,19,Yes
59,Female,14,8,1,28,Standard,Monthly,946,17,Yes
18,Male,42,3,8,19,Standard,Annual,105,12,Yes
36,Female,31,20,9,27,Premium,Quarterly,839,16,Yes
57,Female,48,9,5,27,Premium,Annual,974,12,Yes
65,Female,36,23,10,18,Standard,Quarterly,386,22,Yes
49,Female,51,18,6,16,Standard,Quarterly,523,27,Yes
40,Female,42,25,8,29,Premium,Monthly,688,23,Yes
25,Female,36,12,9,21,Basic,Quarterly,132,11,Yes
57,Male,22,4,5,12,Standard,Monthly,709,12,Yes
64,Female,42,29,2,23,Basic,Monthly,979,16,Yes
22,Female,25,18,9,25,Standard,Annual,446,20,Yes
63,Female,44,4,6,7,Basic,Annual,278,11,Yes
63,Female,24,3,9,30,Premium,Annual,931,25,Yes
46,Female,22,17,9,22,Basic,Quarterly,313,3,Yes
50,Male,49,15,8,17,Standard,Monthly,117,16,Yes
65,Male,49,18,10,28,Basic,Monthly,952,26,Yes
29,Female,33,11,1,23,Premium,Monthly,250,25,Yes
59,Male,29,17,10,23,Basic,Annual,753,17,Yes
20,Female,28,14,2,30,Standard,Annual,281,10,Yes
42,Female,47,29,10,22,Standard,Annual,988,30,Yes
55,Female,32,21,9,27,Premium,Monthly,375,9,Yes
45,Male,51,24,6,26,Premium,Monthly,565,20,Yes
43,Male,26,1,7,29,Premium,Annual,559,14,Yes
55,Male,57,3,5,10,Standard,Monthly,654,7,Yes
54,Female,43,25,10,28,Basic,Quarterly,848,4,Yes
20,Male,54,5,9,18,Premium,Monthly,599,8,Yes
19,Female,8,4,4,30,Standard,Monthly,288,5,Yes
58,Male,36,8,6,28,Basic,Annual,455,10,Yes
56,Male,56,29,7,17,Standard,Annual,211,11,Yes
57,Female,30,16,9,26,Basic,Quarterly,193,5,Yes
21,Female,18,7,6,24,Standard,Annual,298,15,Yes
24,Female,49,2,7,22,Standard,Annual,380,18,Yes
33,Female,20,26,10,27,Basic,Monthly,336,27,Yes
54,Male,19,2,10,2,Standard,Quarterly,573,1,Yes
31,Male,50,10,9,21,Standard,Annual,169,18,Yes
52,Male,56,5,10,3,Basic,Annual,958,29,Yes
43,Female,19,1,5,24,Basic,Annual,487,13,Yes
58,Female,53,2,8,24,Basic,Quarterly,164,23,Yes
61,Female,22,28,6,25,Standard,Quarterly,470,23,Yes
27,Male,58,17,5,22,Standard,Annual,864,16,Yes
40,Male,54,15,7,28,Basic,Monthly,926,9,Yes
56,Male,26,3,7,8,Basic,Monthly,419,6,Yes
36,Female,38,3,5,26,Premium,Monthly,454,21,Yes
28,Male,44,24,8,27,Premium,Quarterly,934,27,Yes
41,Male,57,24,7,23,Premium,Annual,435,4,Yes
39,Female,43,29,8,19,Premium,Annual,733,11,Yes
40,Male,43,21,10,21,Basic,Monthly,144,9,Yes
37,Female,35,25,7,17,Basic,Quarterly,781,9,Yes
60,Male,1,3,7,8,Basic,Monthly,256,25,Yes
55,Female,56,4,9,20,Basic,Annual,653,13,Yes
48,Male,24,7,9,29,Standard,Quarterly,841,26,Yes
54,Female,24,3,7,27,Premium,Quarterly,226,1,Yes
28,Female,5,19,7,30,Premium,Monthly,366,4,Yes
20,Male,58,8,8,28,Basic,Monthly,745,11,Yes
64,Female,19,3,9,13,Premium,Annual,899,2,Yes
60,Male,22,1,7,19,Standard,Monthly,192,22,Yes
58,Male,46,2,7,0,Standard,Quarterly,339,17,Yes
41,Female,10,14,9,24,Standard,Annual,111,27,Yes
24,Female,36,14,8,28,Premium,Monthly,286,20,Yes
32,Male,60,19,7,25,Premium,Annual,145,23,Yes
65,Male,14,5,4,14,Premium,Quarterly,665,18,Yes
27,Female,15,4,5,21,Basic,Annual,334,3,Yes
26,Male,48,16,9,19,Premium,Monthly,974,13,Yes
26,Female,37,19,6,29,Standard,Monthly,506,3,Yes
61,Female,48,4,8,14,Premium,Annual,512,28,Yes
62,Female,46,14,8,24,Standard,Quarterly,741,18,Yes
51,Female,15,21,0,21,Premium,Quarterly,339,5,Yes
34,Male,35,15,10,29,Premium,Annual,197,22,Yes
23,Female,12,11,8,24,Basic,Annual,229,28,Yes
32,Female,35,20,7,27,Premium,Monthly,586,22,Yes
53,Female,52,2,7,20,Premium,Quarterly,328,14,Yes
54,Female,24,24,6,16,Premium,Quarterly,532,10,Yes
39,Male,41,14,8,23,Basic,Monthly,847,16,Yes
21,Female,58,28,8,21,Standard,Quarterly,730,5,Yes
39,Female,36,23,5,30,Basic,Monthly,680,7,Yes
55,Male,60,4,9,4,Basic,Quarterly,490,19,Yes
24,Female,33,9,0,27,Basic,Annual,161,6,Yes
57,Male,31,10,10,22,Standard,Monthly,327,20,Yes
28,Female,12,7,0,28,Premium,Quarterly,279,29,Yes
39,Male,48,24,9,25,Premium,Quarterly,598,9,Yes
40,Male,24,20,5,26,Standard,Quarterly,364,29,Yes
36,Male,27,16,7,29,Premium,Quarterly,661,21,Yes
27,Female,41,20,7,20,Premium,Quarterly,244,15,Yes
19,Female,44,27,0,28,Basic,Quarterly,111,2,Yes
50,Female,38,18,6,26,Premium,Quarterly,226,12,Yes
51,Female,59,1,5,18,Basic,Annual,928,25,Yes
57,Male,25,27,6,19,Standard,Quarterly,956,19,Yes
43,Female,52,22,1,26,Standard,Annual,309,7,Yes
49,Male,59,23,7,21,Basic,Monthly,869,30,Yes
26,Female,27,15,8,19,Standard,Annual,363,15,Yes
62,Female,4,2,5,22,Basic,Monthly,546,20,Yes
23,Male,47,22,10,28,Basic,Quarterly,956,27,Yes
59,Female,44,20,5,19,Standard,Quarterly,232,9,Yes
55,Female,32,25,7,16,Standard,Monthly,785,12,Yes
38,Female,41,10,7,17,Standard,Monthly,298,4,Yes
47,Female,20,15,6,29,Standard,Monthly,857,17,Yes
43,Male,40,30,9,18,Premium,Annual,176,29,Yes
39,Female,36,19,9,29,Premium,Annual,845,30,Yes
38,Female,6,30,4,28,Premium,Monthly,792,25,Yes
34,Female,45,13,5,16,Premium,Quarterly,914,24,Yes
30,Female,55,14,7,19,Basic,Monthly,787,10,Yes
19,Female,48,15,7,21,Standard,Monthly,697,16,Yes
51,Male,34,4,7,18,Premium,Monthly,472,5,Yes
34,Female,10,26,0,28,Basic,Monthly,113,21,Yes
59,Male,54,7,5,20,Premium,Annual,125,14,Yes
55,Male,47,27,10,20,Premium,Monthly,387,27,Yes
19,Male,58,12,5,21,Basic,Quarterly,741,9,Yes
26,Male,31,24,5,30,Basic,Annual,204,25,Yes
51,Male,27,3,7,20,Premium,Quarterly,992,20,Yes
59,Female,24,5,5,14,Premium,Quarterly,133,24,Yes
22,Male,41,2,9,25,Premium,Quarterly,919,18,Yes
52,Female,47,12,6,18,Basic,Annual,637,27,Yes
23,Female,55,15,7,19,Standard,Monthly,868,1,Yes
24,Female,34,19,0,23,Standard,Annual,123,22,Yes
31,Female,22,5,9,30,Basic,Quarterly,199,15,Yes
31,Female,51,23,0,26,Standard,Monthly,854,30,Yes
54,Female,17,3,6,12,Basic,Annual,216,25,Yes
28,Male,26,26,5,21,Standard,Monthly,378,30,Yes
58,Male,7,2,5,16,Standard,Quarterly,556,1,Yes
50,Female,37,11,8,26,Basic,Quarterly,659,7,Yes
42,Female,53,1,5,27,Basic,Annual,193,7,Yes
49,Female,7,10,5,27,Standard,Monthly,266,6,Yes
28,Female,17,2,8,24,Basic,Quarterly,367,23,Yes
58,Female,26,12,10,21,Standard,Annual,557,4,Yes
61,Male,19,3,7,11,Standard,Monthly,412,2,Yes
29,Female,44,1,5,19,Premium,Annual,414,8,Yes
24,Female,48,26,7,29,Premium,Quarterly,804,7,Yes
59,Male,21,5,8,3,Premium,Quarterly,382,9,Yes
62,Male,40,26,7,16,Standard,Annual,790,13,Yes
65,Female,14,4,4,10,Premium,Quarterly,805,24,Yes
48,Female,3,22,2,27,Standard,Monthly,334,25,Yes
37,Male,39,2,10,24,Basic,Quarterly,395,9,Yes
22,Female,26,26,10,27,Basic,Quarterly,552,6,Yes
47,Female,11,2,4,13,Standard,Annual,664,12,Yes
30,Female,2,15,7,24,Basic,Monthly,857,3,Yes
55,Female,23,27,1,24,Basic,Quarterly,300,13,Yes
40,Female,27,1,8,16,Standard,Monthly,396,21,Yes
49,Female,4,3,5,13,Basic,Monthly,329,1,Yes
26,Female,51,17,8,18,Premium,Quarterly,913,12,Yes
49,Male,57,29,7,26,Premium,Annual,384,1,Yes
22,Male,60,14,7,20,Standard,Annual,652,8,Yes
63,Female,53,23,6,21,Standard,Quarterly,881,21,Yes
25,Female,26,5,5,18,Standard,Quarterly,352,9,Yes
48,Male,24,26,10,28,Basic,Quarterly,825,18,Yes
41,Female,37,27,1,25,Standard,Quarterly,144,8,Yes
55,Male,55,6,7,24,Premium,Monthly,540,14,Yes
41,Female,49,13,7,17,Premium,Monthly,336,9,Yes
49,Male,48,27,7,17,Premium,Annual,863,19,Yes
24,Male,42,30,8,17,Premium,Quarterly,635,25,Yes
51,Female,14,22,3,28,Standard,Monthly,520,3,Yes
19,Male,59,11,8,27,Basic,Quarterly,449,16,Yes
38,Female,16,8,7,26,Standard,Monthly,978,5,Yes
18,Female,12,27,7,21,Basic,Quarterly,154,11,Yes
52,Female,57,27,5,28,Standard,Quarterly,585,10,Yes
64,Female,23,13,9,29,Premium,Monthly,214,15,Yes
46,Male,59,23,10,19,Basic,Quarterly,280,6,Yes
31,Male,35,21,7,19,Basic,Monthly,462,7,Yes
63,Female,36,2,10,7,Premium,Monthly,979,5,Yes
53,Female,36,4,4,17,Standard,Quarterly,924,3,Yes
62,Male,48,15,8,16,Premium,Quarterly,840,19,Yes
56,Male,30,13,5,28,Standard,Monthly,923,26,Yes
64,Female,43,7,10,28,Standard,Quarterly,135,20,Yes
44,Male,55,21,9,24,Basic,Monthly,548,3,Yes
29,Male,25,16,10,25,Standard,Quarterly,924,2,Yes
32,Male,26,9,8,16,Basic,Monthly,120,10,Yes
50,Male,33,13,8,17,Basic,Monthly,912,23,Yes
28,Male,54,30,5,21,Premium,Annual,116,2,Yes
26,Female,45,17,6,19,Standard,Monthly,332,25,Yes
59,Male,47,10,5,17,Basic,Monthly,617,1,Yes
55,Female,10,30,6,30,Standard,Monthly,881,23,Yes
19,Female,46,23,5,30,Standard,Monthly,403,21,Yes
50,Male,1,2,7,19,Basic,Quarterly,648,29,Yes
53,Female,54,2,8,23,Premium,Annual,589,19,Yes
46,Male,53,2,10,9,Premium,Annual,256,19,Yes
30,Female,56,29,8,22,Basic,Monthly,913,7,Yes
26,Female,8,22,6,29,Premium,Annual,288,14,Yes
49,Female,6,26,2,21,Basic,Annual,420,4,Yes
44,Male,44,20,6,19,Premium,Annual,147,29,Yes
59,Female,26,9,9,23,Standard,Quarterly,544,30,Yes
40,Female,11,23,6,26,Standard,Monthly,207,12,Yes
44,Female,30,22,9,19,Standard,Monthly,272,21,Yes
50,Male,28,16,6,28,Premium,Annual,528,4,Yes
51,Male,15,4,4,23,Basic,Monthly,268,23,Yes
38,Female,46,10,2,25,Basic,Annual,410,7,Yes
63,Female,53,1,3,26,Standard,Monthly,177,24,Yes
23,Female,57,14,9,23,Basic,Annual,110,5,Yes
40,Male,41,28,6,22,Standard,Quarterly,968,21,Yes
27,Male,39,7,7,30,Standard,Quarterly,674,13,Yes
46,Male,45,22,6,17,Basic,Quarterly,672,26,Yes
36,Female,26,5,2,28,Standard,Quarterly,243,25,Yes
44,Male,48,27,7,26,Basic,Annual,932,3,Yes
37,Male,56,1,10,25,Basic,Monthly,997,17,Yes
52,Male,51,20,7,19,Premium,Quarterly,104,20,Yes
44,Female,19,25,4,24,Premium,Quarterly,187,1,Yes
33,Female,1,2,10,3,Basic,Annual,252,20,Yes
63,Female,29,14,8,19,Standard,Annual,141,15,Yes
47,Female,37,24,5,19,Basic,Quarterly,363,19,Yes
35,Female,17,10,9,26,Basic,Annual,270,14,Yes
65,Female,42,29,6,28,Premium,Annual,585,12,Yes
59,Female,11,2,6,17,Premium,Quarterly,169,10,Yes
63,Male,36,18,5,23,Premium,Annual,864,24,Yes
64,Female,38,1,5,23,Premium,Monthly,355,3,Yes
52,Female,44,7,7,27,Standard,Quarterly,721,26,Yes
49,Female,34,9,4,28,Standard,Monthly,104,26,Yes
19,Male,30,23,9,25,Standard,Monthly,391,4,Yes
22,Female,18,2,1,28,Standard,Monthly,828,5,Yes
57,Female,31,14,3,28,Basic,Annual,231,28,Yes
49,Female,55,2,2,21,Premium,Annual,381,14,Yes
55,Female,38,2,10,1,Basic,Annual,725,25,Yes
64,Female,35,18,9,27,Basic,Annual,538,28,Yes
45,Male,31,28,7,25,Standard,Monthly,243,8,Yes
51,Male,51,16,9,28,Basic,Annual,852,18,Yes
38,Female,16,1,2,27,Basic,Monthly,940,5,Yes
31,Female,3,30,9,30,Premium,Annual,186,10,Yes
40,Male,46,6,9,30,Basic,Annual,475,19,Yes
38,Female,59,6,6,17,Basic,Annual,328,17,Yes
61,Female,17,28,5,29,Premium,Monthly,389,2,Yes
59,Female,13,22,3,24,Standard,Monthly,531,18,Yes
43,Female,1,3,8,22,Basic,Quarterly,337,4,Yes
56,Male,33,20,5,18,Basic,Monthly,619,20,Yes
43,Female,57,25,10,25,Standard,Annual,602,3,Yes
21,Female,7,14,6,23,Basic,Monthly,645,16,Yes
46,Male,32,25,7,23,Premium,Monthly,539,14,Yes
61,Female,46,21,7,27,Premium,Annual,584,6,Yes
18,Male,34,20,10,30,Premium,Quarterly,813,14,Yes
19,Male,47,26,7,27,Standard,Quarterly,803,7,Yes
64,Female,31,17,5,24,Basic,Quarterly,922,15,Yes
60,Male,46,30,8,25,Basic,Monthly,362,8,Yes
27,Female,30,2,7,16,Basic,Quarterly,879,26,Yes
57,Male,6,3,6,20,Basic,Monthly,564,30,Yes
64,Female,55,30,8,29,Standard,Quarterly,364,1,Yes
63,Male,16,5,5,18,Basic,Annual,304,28,Yes
49,Female,18,30,3,30,Basic,Monthly,558,19,Yes
35,Female,34,30,9,20,Basic,Quarterly,178,16,Yes
24,Male,56,26,5,30,Premium,Annual,768,9,Yes
33,Female,29,14,10,16,Basic,Monthly,808,29,Yes
62,Male,40,22,8,26,Standard,Monthly,283,4,Yes
25,Female,51,2,4,21,Standard,Monthly,750,19,Yes
59,Male,31,20,10,28,Premium,Monthly,432,10,Yes
61,Male,45,1,6,24,Standard,Quarterly,916,26,Yes
